AI Preparedness Index (Index),2023
,
Albania,0.52679254114628
Algeria,0.3704386651516
Angola,0.25965924188495
Argentina,0.47380943596363
Armenia,0.49288668483496
Australia,0.72710032761097
Austria,0.72456575930119
Azerbaijan,0.4709397777915
"Bahamas, The",0.45751246064901
Bahrain,0.51525521278381
Bangladesh,0.38406448811293
Barbados,0.50465597957373
Belarus,0.47078057378531
Belgium,0.67247784137726
Belize,0.42262690514326
Benin,0.36316419392824
Bhutan,0.44191746413708
Bolivia,0.37660475820303
Bosnia and Herzegovina,0.42791310697794
Botswana,0.41284810006618
Brazil,0.50134041905403
Brunei Darussalam,0.49525272101164
Bulgaria,0.57729011774063
Burkina Faso,0.31181989982724
Burundi,0.29458386823535
Cabo Verde,0.43258749693632
Cambodia,0.36996492743492
Cameroon,0.34128637611866
Canada,0.71315135061741
Central African Republic,0.18443748541176
Chad,0.23360607214272
Chile,0.58575116842985
"China, People's Republic of",0.63545440137386
Colombia,0.48949392139912
Comoros,0.25417444482446
"Congo, Dem. Rep. of the",0.24747366458178
"Congo, Republic of ",0.276611905545
Costa Rica,0.54015178233385
Croatia,0.58169589936733
Cyprus,0.63239379227161
Czech Republic,0.6462222635746
Côte d'Ivoire,0.36550394445658
Denmark,0.7785222530365
Djibouti,0.31889721751213
Dominican Republic,0.46881140768528
Ecuador,0.4420759677887
Egypt,0.39405445754528
El Salvador,0.38972074538469
Estonia,0.76438219845295
Eswatini,0.30621055886149
Ethiopia,0.25359724834561
Fiji,0.44881195574999
Finland,0.75801736116409
France,0.69750864803791
Gabon,0.32252930104733
"Gambia, The",0.35997624322772
Georgia,0.52989356964827
Germany,0.75332881510258
Ghana,0.42519968003035
Greece,0.58197875320911
Guatemala,0.39010570943356
Guinea,0.32352608814836
Guinea-Bissau,0.26489874348044
Guyana,0.42417997121811
Haiti,0.2682539857924
Honduras,0.34181183204055
Hong Kong SAR,0.70056740939617
Hungary,0.5629620552063
Iceland,0.70010085403919
India,0.49250310659409
Indonesia,0.51630328595638
Iran,0.37832589447498
Iraq,0.26983634382486
Ireland,0.69312816858292
Israel,0.72547018527985
Italy,0.62072303891182
Jamaica,0.4337519928813
Japan,0.73315840959549
Jordan,0.48283123970032
Kazakhstan,0.55238711833954
Kenya,0.4451921209693
"Korea, Republic of",0.72657443583012
Kuwait,0.46133247762918
Kyrgyz Republic,0.42584180086851
Lao P.D.R.,0.33049231767654
Latvia,0.63239780068398
Lebanon,0.41784849762917
Lesotho,0.35535870492458
Liberia,0.3702549636364
Libya,0.24497598037124
Lithuania,0.664883852005
Luxembourg,0.73527117073536
Madagascar,0.30544988438487
Malawi,0.34004744514823
Malaysia,0.63202629983425
Mali,0.29614645242691
Malta,0.65920133888721
Mauritania,0.23290100693703
Mauritius,0.52511297166348
Mexico,0.53204418718815
Moldova,0.4806292578578
Mongolia,0.48437660932541
Montenegro,0.50369333475828
Morocco,0.42911085486412
Mozambique,0.25736496224999
Myanmar,0.32747298851609
Namibia,0.41961172968149
Nepal,0.35097929090261
Netherlands,0.76649311184883
New Zealand,0.75367978215218
Nicaragua,0.33139400184155
Niger,0.32582614198327
Nigeria,0.33628468960524
North Macedonia ,0.48198603093624
Norway,0.70576101541519
Oman,0.53277696669102
Pakistan,0.36863802373409
Panama,0.50128082185984
Papua New Guinea,0.29010296240449
Paraguay,0.40975987911224
Peru,0.49113307148218
Philippines,0.49848566204309
Poland,0.59688468277454
Portugal,0.64601981639862
Qatar,0.53459213674068
Romania,0.5836483091116
Russian Federation,0.55922330915928
Rwanda,0.43740021437407
Saint Lucia,0.37418670207262
Saint Vincent and the Grenadines,0.34185180813074
Saudi Arabia,0.57690300047398
Senegal,0.39596802741289
Serbia,0.53747471421957
Seychelles,0.53065264970064
Sierra Leone,0.29781290516257
Singapore,0.80056671798229
Slovak Republic,0.59162250161171
Slovenia,0.63386213779449
South Africa,0.49676514416933
Spain,0.64833119511604
Sri Lanka,0.4360671415925
Sudan,0.23290671221912
Suriname,0.4179078489542
Sweden,0.74779990315437
Switzerland,0.75701242685318
Syria,0.29814901389182
Tajikistan,0.36644598096609
Tanzania,0.3524204865098
Thailand,0.53571709990501
Timor-Leste,0.42773475497961
Togo,0.31568638980389
Trinidad and Tobago,0.4356224834919
Tunisia,0.46540968865156
"Türkiye, Republic of",0.5401873588562
Uganda,0.35393466055393
Ukraine,0.51248306035995
United Arab Emirates,0.62818463146687
United Kingdom,0.73094530403614
United States,0.77126908302307
Uruguay,0.54864098876715
Venezuela,0.27458252198994
Vietnam,0.4818687364459
Yemen,0.2533275578171
Zambia,0.37071997672319
Zimbabwe,0.30479108914733
Asia and Pacific,0.52
Europe,0.63
North America,0.74
Sub-Saharan Africa (Region) ,0.34
ASEAN-5,0.6
Advanced economies,0.68297419496454
Emerging market economies,0.46492500862555
Euro area,0.67
European Union,0.66
Latin America and the Caribbean,0.43
Low-income countries,0.3224417756532
Major advanced economies (G7),0.72
Middle East and Central Asia,0.4
,
"©IMF, 2025",
