geo,time,income_per_person_long_series
eth,1975,732.5
eth,1976,719.8
eth,1977,707.6
eth,1978,657.3
eth,1979,715.6
eth,1980,717.7
eth,1981,718.8
eth,1982,705.5
eth,1983,737.6
eth,1984,697.6
eth,1985,598.3
eth,1986,635.6
eth,1987,700.9
eth,1988,682.6
eth,1989,657.5
eth,1990,652.5
eth,1991,585.3
eth,1992,516.0
eth,1993,563.8
eth,1994,562.4
eth,1995,577.7
eth,1996,629.7
eth,1997,630.5
eth,1998,591.4
eth,1999,604.5
eth,2000,623.0
eth,2001,655.6
eth,2002,646.6
eth,2003,614.7
eth,2004,678.5
eth,2005,737.8
eth,2006,795.5
eth,2007,863.0
eth,2008,930.8
eth,2009,986.3
eth,2010,1081.0
eth,2011,1171.0
eth,2012,1242.0
eth,2013,1331.0
eth,2014,1396.0
eth,2015,1469.0
eth,2016,1538.0
eth,2017,1610.0
eth,2018,1689.0
eth,2019,1764.0
fin,1800,1316.0
fin,1801,1318.0
fin,1802,1320.0
fin,1803,1323.0
fin,1804,1325.0
fin,1805,1327.0
fin,1806,1329.0
fin,1807,1332.0
fin,1808,1334.0
fin,1809,1336.0
fin,1810,1338.0
fin,1811,1341.0
fin,1812,1343.0
fin,1813,1345.0
fin,1814,1348.0
fin,1815,1350.0
fin,1816,1352.0
fin,1817,1354.0
fin,1818,1357.0
fin,1819,1359.0
fin,1820,1361.0
fin,1821,1368.0
fin,1822,1375.0
fin,1823,1382.0
fin,1824,1389.0
fin,1825,1397.0
fin,1826,1404.0
fin,1827,1411.0
fin,1828,1418.0
fin,1829,1426.0
fin,1830,1433.0
fin,1831,1440.0
fin,1832,1448.0
fin,1833,1455.0
fin,1834,1463.0
fin,1835,1470.0
fin,1836,1478.0
fin,1837,1485.0
fin,1838,1493.0
fin,1839,1501.0
fin,1840,1508.0
fin,1841,1516.0
fin,1842,1524.0
fin,1843,1532.0
fin,1844,1540.0
fin,1845,1548.0
fin,1846,1555.0
fin,1847,1563.0
fin,1848,1572.0
fin,1849,1580.0
fin,1850,1588.0
fin,1851,1596.0
fin,1852,1604.0
fin,1853,1612.0
fin,1854,1621.0
fin,1855,1629.0
fin,1856,1638.0
fin,1857,1646.0
fin,1858,1655.0
fin,1859,1663.0
fin,1860,1672.0
fin,1861,1669.0
fin,1862,1562.0
fin,1863,1669.0
fin,1864,1688.0
fin,1865,1658.0
fin,1866,1670.0
fin,1867,1544.0
fin,1868,1749.0
fin,1869,1920.0
fin,1870,1986.0
fin,1871,1964.0
fin,1872,1996.0
fin,1873,2080.0
fin,1874,2099.0
fin,1875,2111.0
fin,1876,2195.0
fin,1877,2111.0
fin,1878,2044.0
fin,1879,2035.0
fin,1880,2013.0
fin,1881,1935.0
fin,1882,2097.0
fin,1883,2144.0
fin,1884,2125.0
fin,1885,2146.0
fin,1886,2223.0
fin,1887,2223.0
fin,1888,2270.0
fin,1889,2312.0
fin,1890,2407.0
fin,1891,2354.0
fin,1892,2231.0
fin,1893,2337.0
fin,1894,2439.0
fin,1895,2601.0
fin,1896,2736.0
fin,1897,2831.0
fin,1898,2908.0
fin,1899,2801.0
fin,1900,2908.0
fin,1901,2852.0
fin,1902,2774.0
fin,1903,2938.0
fin,1904,3017.0
fin,1905,3036.0
fin,1906,3127.0
fin,1907,3197.0
fin,1908,3188.0
fin,1909,3284.0
fin,1910,3323.0
fin,1911,3380.0
fin,1912,3525.0
fin,1913,3679.0
fin,1914,3487.0
fin,1915,3280.0
fin,1916,3299.0
fin,1917,2755.0
fin,1918,2388.0
fin,1919,2890.0
fin,1920,3217.0
fin,1921,3285.0
fin,1922,3587.0
fin,1923,3812.0
fin,1924,3876.0
fin,1925,4058.0
fin,1926,4169.0
fin,1927,4457.0
fin,1928,4719.0
fin,1929,4735.0
fin,1930,4646.0
fin,1931,4498.0
fin,1932,4444.0
fin,1933,4709.0
fin,1934,5209.0
fin,1935,5390.0
fin,1936,5715.0
fin,1937,5998.0
fin,1938,6256.0
fin,1939,5939.0
fin,1940,5613.0
fin,1941,5790.0
fin,1942,5799.0
fin,1943,6443.0
fin,1944,6422.0
fin,1945,6012.0
fin,1946,6419.0
fin,1947,6478.0
fin,1948,6897.0
fin,1949,7222.0
fin,1950,7413.0
fin,1951,7967.0
fin,1952,8147.0
fin,1953,8108.0
fin,1954,8718.0
fin,1955,9058.0
fin,1956,9230.0
fin,1957,9569.0
fin,1958,9542.0
fin,1959,10030.0
fin,1960,10860.0
fin,1961,11600.0
fin,1962,11890.0
fin,1963,12190.0
fin,1964,12740.0
fin,1965,13370.0
fin,1966,13640.0
fin,1967,13850.0
fin,1968,14110.0
fin,1969,15470.0
fin,1970,16690.0
fin,1971,17020.0
fin,1972,18210.0
fin,1973,19320.0
fin,1974,19800.0
fin,1975,19940.0
fin,1976,19800.0
fin,1977,19790.0
fin,1978,20150.0
fin,1979,21490.0
fin,1980,22570.0
fin,1981,22890.0
fin,1982,23500.0
fin,1983,24000.0
fin,1984,24590.0
fin,1985,25310.0
fin,1986,25830.0
fin,1987,26810.0
fin,1988,28040.0
fin,1989,29540.0
fin,1990,29400.0
fin,1991,27370.0
fin,1992,26180.0
fin,1993,25740.0
fin,1994,26640.0
fin,1995,27460.0
fin,1996,28410.0
fin,1997,30090.0
fin,1998,31710.0
fin,1999,32870.0
fin,2000,34460.0
fin,2001,35290.0
fin,2002,35770.0
fin,2003,36330.0
fin,2004,37600.0
fin,2005,38640.0
fin,2006,40180.0
fin,2007,42140.0
fin,2008,42060.0
fin,2009,38280.0
fin,2010,39380.0
fin,2011,40280.0
fin,2012,39690.0
fin,2013,38960.0
fin,2014,38920.0
fin,2015,39170.0
fin,2016,39610.0
fin,2017,40110.0
fin,2018,40670.0
fin,2019,41240.0
fji,1800,826.2
fji,1801,826.2
fji,1802,826.2
fji,1803,826.2
fji,1804,826.2
fji,1805,826.2
fji,1806,826.2
fji,1807,826.2
fji,1808,826.2
fji,1809,826.2
fji,1810,826.2
fji,1811,826.2
fji,1812,826.2
fji,1813,826.2
fji,1814,826.2
fji,1815,826.2
fji,1816,826.2
fji,1817,826.2
fji,1818,826.2
fji,1819,826.2
fji,1820,826.2
fji,1821,828.9
fji,1822,831.6
fji,1823,834.3
fji,1824,837.0
fji,1825,839.7
fji,1826,842.4
fji,1827,845.2
fji,1828,847.9
fji,1829,850.7
fji,1830,853.4
fji,1831,856.2
fji,1832,859.0
fji,1833,861.8
fji,1834,864.6
fji,1835,867.4
fji,1836,870.2
fji,1837,873.0
fji,1838,875.9
fji,1839,878.7
fji,1840,881.6
fji,1841,884.4
fji,1842,887.3
fji,1843,890.2
fji,1844,893.1
fji,1845,896.0
fji,1846,898.9
fji,1847,901.8
fji,1848,904.7
fji,1849,907.7
fji,1850,910.6
fji,1851,913.6
fji,1852,916.5
fji,1853,919.5
fji,1854,922.5
fji,1855,925.5
fji,1856,928.5
fji,1857,931.5
fji,1858,934.5
fji,1859,937.6
fji,1860,940.6
fji,1861,943.7
fji,1862,946.7
fji,1863,949.8
fji,1864,952.9
fji,1865,956.0
fji,1866,959.1
fji,1867,962.2
fji,1868,965.3
fji,1869,968.5
fji,1870,971.6
fji,1871,974.8
fji,1872,977.9
fji,1873,981.1
fji,1874,984.3
fji,1875,987.5
fji,1876,990.7
fji,1877,993.9
fji,1878,997.1
fji,1879,1000.0
fji,1880,1004.0
fji,1881,1007.0
fji,1882,1010.0
fji,1883,1013.0
fji,1884,1017.0
fji,1885,1020.0
fji,1886,1023.0
fji,1887,1027.0
fji,1888,1030.0
fji,1889,1033.0
fji,1890,1037.0
fji,1891,1040.0
fji,1892,1043.0
fji,1893,1047.0
fji,1894,1050.0
fji,1895,1054.0
fji,1896,1057.0
fji,1897,1060.0
fji,1898,1064.0
fji,1899,1067.0
fji,1900,1071.0
fji,1901,1074.0
fji,1902,1078.0
fji,1903,1081.0
fji,1904,1085.0
fji,1905,1088.0
fji,1906,1092.0
fji,1907,1095.0
fji,1908,1099.0
fji,1909,1103.0
fji,1910,1106.0
fji,1911,1110.0
fji,1912,1113.0
fji,1913,1117.0
fji,1914,1145.0
fji,1915,1173.0
fji,1916,1203.0
fji,1917,1233.0
fji,1918,1264.0
fji,1919,1295.0
fji,1920,1328.0
fji,1921,1361.0
fji,1922,1395.0
fji,1923,1430.0
fji,1924,1465.0
fji,1925,1502.0
fji,1926,1540.0
fji,1927,1578.0
fji,1928,1618.0
fji,1929,1658.0
fji,1930,1699.0
fji,1931,1742.0
fji,1932,1785.0
fji,1933,1830.0
fji,1934,1876.0
fji,1935,1923.0
fji,1936,1971.0
fji,1937,2020.0
fji,1938,2070.0
fji,1939,2122.0
fji,1940,2175.0
fji,1941,2230.0
fji,1942,2285.0
fji,1943,2342.0
fji,1944,2401.0
fji,1945,2461.0
fji,1946,2522.0
fji,1947,2585.0
fji,1948,2650.0
fji,1949,2716.0
fji,1950,2784.0
fji,1951,2854.0
fji,1952,2925.0
fji,1953,2998.0
fji,1954,3073.0
fji,1955,3150.0
fji,1956,3229.0
fji,1957,3309.0
fji,1958,3392.0
fji,1959,3477.0
fji,1960,3564.0
fji,1961,3566.0
fji,1962,3569.0
fji,1963,3670.0
fji,1964,3728.0
fji,1965,3523.0
fji,1966,3431.0
fji,1967,3798.0
fji,1968,4009.0
fji,1969,4026.0
fji,1970,4443.0
fji,1971,4651.0
fji,1972,4896.0
fji,1973,5354.0
fji,1974,5384.0
fji,1975,5309.0
fji,1976,5354.0
fji,1977,5569.0
fji,1978,5572.0
fji,1979,6132.0
fji,1980,5905.0
fji,1981,6130.0
fji,1982,5616.0
fji,1983,5260.0
fji,1984,5582.0
fji,1985,5242.0
fji,1986,5596.0
fji,1987,5206.0
fji,1988,5250.0
fji,1989,5631.0
fji,1990,5741.0
fji,1991,5853.0
fji,1992,5968.0
fji,1993,6041.0
fji,1994,6264.0
fji,1995,6344.0
fji,1996,6580.0
fji,1997,6376.0
fji,1998,6406.0
fji,1999,6916.0
fji,2000,6749.0
fji,2001,6835.0
fji,2002,7008.0
fji,2003,7033.0
fji,2004,7360.0
fji,2005,7366.0
fji,2006,7437.0
fji,2007,7310.0
fji,2008,7325.0
fji,2009,7173.0
fji,2010,7131.0
fji,2011,7228.0
fji,2012,7314.0
fji,2013,7498.0
fji,2014,7631.0
fji,2015,7768.0
fji,2016,7907.0
fji,2017,8050.0
fji,2018,8199.0
fji,2019,8353.0
fra,1800,1923.0
fra,1801,1927.0
fra,1802,1930.0
fra,1803,1934.0
fra,1804,1937.0
fra,1805,1941.0
fra,1806,1944.0
fra,1807,1948.0
fra,1808,1952.0
fra,1809,1955.0
fra,1810,1959.0
fra,1811,1962.0
fra,1812,1966.0
fra,1813,1970.0
fra,1814,1973.0
fra,1815,1977.0
fra,1816,1981.0
fra,1817,1984.0
fra,1818,1988.0
fra,1819,1992.0
fra,1820,1995.0
fra,1821,2119.0
fra,1822,1961.0
fra,1823,1950.0
fra,1824,1902.0
fra,1825,1911.0
fra,1826,1967.0
fra,1827,1976.0
fra,1828,1850.0
fra,1829,1951.0
fra,1830,1911.0
fra,1831,1894.0
fra,1832,2028.0
fra,1833,2023.0
fra,1834,1994.0
fra,1835,2095.0
fra,1836,2131.0
fra,1837,2152.0
fra,1838,2195.0
fra,1839,2156.0
fra,1840,2316.0
fra,1841,2247.0
fra,1842,2199.0
fra,1843,2277.0
fra,1844,2341.0
fra,1845,2420.0
fra,1846,2568.0
fra,1847,2795.0
fra,1848,2177.0
fra,1849,2168.0
fra,1850,2273.0
fra,1851,2230.0
fra,1852,2519.0
fra,1853,2796.0
fra,1854,3130.0
fra,1855,3295.0
fra,1856,3415.0
fra,1857,3292.0
fra,1858,3068.0
fra,1859,3069.0
fra,1860,3263.0
fra,1861,3327.0
fra,1862,3441.0
fra,1863,3532.0
fra,1864,3589.0
fra,1865,3522.0
fra,1866,3664.0
fra,1867,3605.0
fra,1868,3849.0
fra,1869,3609.0
fra,1870,3481.0
fra,1871,3641.0
fra,1872,3833.0
fra,1873,3779.0
fra,1874,3935.0
fra,1875,3854.0
fra,1876,3805.0
fra,1877,3787.0
fra,1878,3574.0
fra,1879,3536.0
fra,1880,3748.0
fra,1881,3987.0
fra,1882,4121.0
fra,1883,3940.0
fra,1884,3733.0
fra,1885,3622.0
fra,1886,3574.0
fra,1887,3602.0
fra,1888,3685.0
fra,1889,3695.0
fra,1890,3830.0
fra,1891,3871.0
fra,1892,3952.0
fra,1893,3802.0
fra,1894,4170.0
fra,1895,4084.0
fra,1896,4212.0
fra,1897,4088.0
fra,1898,4328.0
fra,1899,4479.0
fra,1900,4535.0
fra,1901,4309.0
fra,1902,4254.0
fra,1903,4392.0
fra,1904,4476.0
fra,1905,4587.0
fra,1906,4520.0
fra,1907,4881.0
fra,1908,4860.0
fra,1909,5012.0
fra,1910,4767.0
fra,1911,5250.0
fra,1912,5684.0
fra,1913,5633.0
fra,1914,4722.0
fra,1915,4157.0
fra,1916,4763.0
fra,1917,4717.0
fra,1918,4040.0
fra,1919,4454.0
fra,1920,4758.0
fra,1921,4519.0
fra,1922,5414.0
fra,1923,5665.0
fra,1924,6282.0
fra,1925,6321.0
fra,1926,6532.0
fra,1927,6394.0
fra,1928,6766.0
fra,1929,7336.0
fra,1930,7078.0
fra,1931,6760.0
fra,1932,6163.0
fra,1933,6342.0
fra,1934,6118.0
fra,1935,5964.0
fra,1936,6046.0
fra,1937,6184.0
fra,1938,6027.0
fra,1939,6274.0
fra,1940,4950.0
fra,1941,4787.0
fra,1942,4818.0
fra,1943,4805.0
fra,1944,3678.0
fra,1945,4524.0
fra,1946,6039.0
fra,1947,6360.0
fra,1948,7131.0
fra,1949,7512.0
fra,1950,8065.0
fra,1951,8454.0
fra,1952,8596.0
fra,1953,8769.0
fra,1954,9153.0
fra,1955,9601.0
fra,1956,10060.0
fra,1957,10590.0
fra,1958,10830.0
fra,1959,11050.0
fra,1960,11790.0
fra,1961,12310.0
fra,1962,12910.0
fra,1963,13380.0
fra,1964,14110.0
fra,1965,14660.0
fra,1966,15300.0
fra,1967,15900.0
fra,1968,16450.0
fra,1969,17470.0
fra,1970,18320.0
fra,1971,19020.0
fra,1972,19690.0
fra,1973,20610.0
fra,1974,21110.0
fra,1975,20960.0
fra,1976,21760.0
fra,1977,22370.0
fra,1978,23020.0
fra,1979,23730.0
fra,1980,24040.0
fra,1981,24250.0
fra,1982,24810.0
fra,1983,25240.0
fra,1984,25540.0
fra,1985,25950.0
fra,1986,26480.0
fra,1987,26980.0
fra,1988,28110.0
fra,1989,28940.0
fra,1990,29470.0
fra,1991,29700.0
fra,1992,30020.0
fra,1993,29710.0
fra,1994,30290.0
fra,1995,30810.0
fra,1996,31130.0
fra,1997,31750.0
fra,1998,32750.0
fra,1999,33700.0
fra,2000,34760.0
fra,2001,35190.0
fra,2002,35320.0
fra,2003,35360.0
fra,2004,36080.0
fra,2005,36380.0
fra,2006,36990.0
fra,2007,37630.0
fra,2008,37490.0
fra,2009,36200.0
fra,2010,36730.0
fra,2011,37310.0
fra,2012,37140.0
fra,2013,37070.0
fra,2014,37280.0
fra,2015,37680.0
fra,2016,38150.0
fra,2017,38670.0
fra,2018,39230.0
fra,2019,39800.0
fsm,1800,545.0
fsm,1801,545.3
fsm,1802,545.5
fsm,1803,545.8
fsm,1804,546.0
fsm,1805,546.3
fsm,1806,546.6
fsm,1807,546.8
fsm,1808,547.1
fsm,1809,547.3
fsm,1810,547.6
fsm,1811,547.9
fsm,1812,548.1
fsm,1813,548.4
fsm,1814,548.6
fsm,1815,548.9
fsm,1816,549.2
fsm,1817,549.4
fsm,1818,549.7
fsm,1819,549.9
fsm,1820,550.2
fsm,1821,550.5
fsm,1822,550.7
fsm,1823,551.0
fsm,1824,551.2
fsm,1825,551.5
fsm,1826,551.8
fsm,1827,552.0
fsm,1828,552.3
fsm,1829,552.5
fsm,1830,552.8
fsm,1831,553.1
fsm,1832,553.3
fsm,1833,553.6
fsm,1834,553.9
fsm,1835,554.1
fsm,1836,554.4
fsm,1837,554.6
fsm,1838,554.9
fsm,1839,555.2
fsm,1840,555.4
fsm,1841,555.7
fsm,1842,556.0
fsm,1843,556.2
fsm,1844,556.5
fsm,1845,556.8
fsm,1846,557.0
fsm,1847,557.3
fsm,1848,557.5
fsm,1849,557.8
fsm,1850,558.1
fsm,1851,558.3
fsm,1852,558.6
fsm,1853,558.9
fsm,1854,559.1
fsm,1855,559.4
fsm,1856,559.7
fsm,1857,559.9
fsm,1858,560.2
fsm,1859,560.5
fsm,1860,560.7
fsm,1861,561.0
fsm,1862,561.3
fsm,1863,561.5
fsm,1864,561.8
fsm,1865,562.1
fsm,1866,562.3
fsm,1867,562.6
fsm,1868,562.9
fsm,1869,563.1
fsm,1870,563.4
fsm,1871,563.7
fsm,1872,563.9
fsm,1873,564.2
fsm,1874,564.5
fsm,1875,564.7
fsm,1876,565.0
fsm,1877,565.3
fsm,1878,565.5
fsm,1879,565.8
fsm,1880,566.1
fsm,1881,566.3
fsm,1882,566.6
fsm,1883,566.9
fsm,1884,567.1
fsm,1885,567.4
fsm,1886,567.7
fsm,1887,568.0
fsm,1888,568.2
fsm,1889,568.5
fsm,1890,568.8
fsm,1891,569.0
fsm,1892,569.3
fsm,1893,569.6
fsm,1894,569.8
fsm,1895,570.1
fsm,1896,570.4
fsm,1897,570.7
fsm,1898,570.9
fsm,1899,571.2
fsm,1900,571.5
fsm,1901,571.7
fsm,1902,572.0
fsm,1903,572.3
fsm,1904,572.6
fsm,1905,572.8
fsm,1906,573.1
fsm,1907,573.4
fsm,1908,573.6
fsm,1909,573.9
fsm,1910,574.2
fsm,1911,574.5
fsm,1912,574.7
fsm,1913,575.0
fsm,1914,586.3
fsm,1915,597.9
fsm,1916,609.7
fsm,1917,621.7
fsm,1918,634.0
fsm,1919,646.5
fsm,1920,659.3
fsm,1921,672.3
fsm,1922,685.6
fsm,1923,699.1
fsm,1924,712.9
fsm,1925,726.9
fsm,1926,741.3
fsm,1927,755.9
fsm,1928,770.8
fsm,1929,786.0
fsm,1930,801.5
fsm,1931,817.4
fsm,1932,833.5
fsm,1933,849.9
fsm,1934,866.7
fsm,1935,883.8
fsm,1936,901.2
fsm,1937,919.0
fsm,1938,937.2
fsm,1939,955.7
fsm,1940,974.5
fsm,1941,993.7
fsm,1942,1013.0
fsm,1943,1033.0
fsm,1944,1054.0
fsm,1945,1075.0
fsm,1946,1096.0
fsm,1947,1117.0
fsm,1948,1139.0
fsm,1949,1162.0
fsm,1950,1185.0
fsm,1951,1208.0
fsm,1952,1232.0
fsm,1953,1256.0
fsm,1954,1281.0
fsm,1955,1306.0
fsm,1956,1332.0
fsm,1957,1358.0
fsm,1958,1385.0
fsm,1959,1413.0
fsm,1960,1440.0
fsm,1961,1469.0
fsm,1962,1498.0
fsm,1963,1527.0
fsm,1964,1558.0
fsm,1965,1588.0
fsm,1966,1620.0
fsm,1967,1652.0
fsm,1968,1684.0
fsm,1969,1717.0
fsm,1970,1751.0
fsm,1971,1772.0
fsm,1972,1786.0
fsm,1973,2392.0
fsm,1974,2751.0
fsm,1975,2724.0
fsm,1976,2681.0
fsm,1977,2674.0
fsm,1978,2737.0
fsm,1979,2703.0
fsm,1980,2426.0
fsm,1981,2573.0
fsm,1982,2424.0
fsm,1983,2397.0
fsm,1984,2234.0
fsm,1985,2533.0
fsm,1986,2667.0
fsm,1987,2659.0
fsm,1988,2758.0
fsm,1989,2716.0
fsm,1990,2763.0
fsm,1991,2894.0
fsm,1992,2933.0
fsm,1993,3094.0
fsm,1994,3016.0
fsm,1995,3185.0
fsm,1996,3063.0
fsm,1997,2873.0
fsm,1998,2966.0
fsm,1999,3018.0
fsm,2000,3167.0
fsm,2001,3230.0
fsm,2002,3256.0
fsm,2003,3320.0
fsm,2004,3220.0
fsm,2005,3301.0
fsm,2006,3312.0
fsm,2007,3262.0
fsm,2008,3197.0
fsm,2009,3243.0
fsm,2010,3337.0
fsm,2011,3412.0
fsm,2012,3421.0
fsm,2013,3448.0
fsm,2014,3475.0
fsm,2015,3499.0
fsm,2016,3523.0
fsm,2017,3546.0
fsm,2018,3568.0
fsm,2019,3588.0
gab,1800,410.8
gab,1801,410.8
gab,1802,410.8
gab,1803,410.8
gab,1804,410.8
gab,1805,410.8
gab,1806,410.8
gab,1807,410.8
gab,1808,410.8
gab,1809,410.8
gab,1810,410.8
gab,1811,410.8
gab,1812,410.8
gab,1813,410.8
gab,1814,410.8
gab,1815,410.8
gab,1816,410.8
gab,1817,410.8
gab,1818,410.8
gab,1819,410.8
gab,1820,410.8
gab,1821,410.8
gab,1822,410.8
gab,1823,410.8
gab,1824,410.8
gab,1825,410.8
gab,1826,410.8
gab,1827,410.8
gab,1828,410.8
gab,1829,410.8
gab,1830,410.8
gab,1831,410.8
gab,1832,410.8
gab,1833,410.8
gab,1834,410.8
gab,1835,410.8
gab,1836,410.8
gab,1837,410.8
gab,1838,410.8
gab,1839,410.8
gab,1840,410.8
gab,1841,410.8
gab,1842,410.8
gab,1843,410.8
gab,1844,410.8
gab,1845,410.8
gab,1846,410.8
gab,1847,410.8
gab,1848,410.8
gab,1849,410.8
gab,1850,410.8
gab,1851,410.8
gab,1852,410.8
gab,1853,410.8
gab,1854,410.8
gab,1855,410.8
gab,1856,410.8
gab,1857,410.8
gab,1858,410.8
gab,1859,410.8
gab,1860,410.8
gab,1861,410.8
gab,1862,410.8
gab,1863,410.8
gab,1864,410.8
gab,1865,410.8
gab,1866,410.8
gab,1867,410.8
gab,1868,410.8
gab,1869,410.8
gab,1870,410.8
gab,1871,410.8
gab,1872,410.8
gab,1873,410.8
gab,1874,410.8
gab,1875,410.8
gab,1876,410.8
gab,1877,410.8
gab,1878,410.8
gab,1879,410.8
gab,1880,410.8
gab,1881,410.8
gab,1882,410.8
gab,1883,410.8
gab,1884,410.8
gab,1885,410.8
gab,1886,410.8
gab,1887,410.8
gab,1888,410.8
gab,1889,410.8
gab,1890,410.8
gab,1891,410.8
gab,1892,410.8
gab,1893,410.8
gab,1894,410.8
gab,1895,410.8
gab,1896,410.8
gab,1897,410.8
gab,1898,410.8
gab,1899,410.8
gab,1900,410.8
gab,1901,412.4
gab,1902,414.1
gab,1903,415.7
gab,1904,417.4
gab,1905,419.0
gab,1906,420.7
gab,1907,422.4
gab,1908,424.1
gab,1909,425.7
gab,1910,427.4
gab,1911,429.1
gab,1912,430.8
gab,1913,432.6
gab,1914,434.3
gab,1915,436.0
gab,1916,437.7
gab,1917,439.5
gab,1918,441.2
gab,1919,443.0
gab,1920,444.7
gab,1921,446.5
gab,1922,448.3
gab,1923,450.1
gab,1924,451.9
gab,1925,453.7
gab,1926,455.5
gab,1927,457.3
gab,1928,459.1
gab,1929,460.9
gab,1930,462.7
gab,1931,464.6
gab,1932,466.4
gab,1933,468.3
gab,1934,470.2
gab,1935,472.0
gab,1936,473.9
gab,1937,475.8
gab,1938,477.7
gab,1939,479.6
gab,1940,481.5
gab,1941,483.4
gab,1942,485.3
gab,1943,487.2
gab,1944,489.2
gab,1945,491.1
gab,1946,493.1
gab,1947,495.0
gab,1948,497.0
gab,1949,499.0
gab,1950,501.0
gab,1951,536.9
gab,1952,575.5
gab,1953,616.8
gab,1954,661.0
gab,1955,708.5
gab,1956,759.3
gab,1957,813.8
gab,1958,872.3
gab,1959,934.9
gab,1960,1002.0
gab,1961,1138.0
gab,1962,1291.0
gab,1963,1466.0
gab,1964,1665.0
gab,1965,1890.0
gab,1966,1790.0
gab,1967,2134.0
gab,1968,2252.0
gab,1969,2506.0
gab,1970,3018.0
gab,1971,3728.0
gab,1972,3948.0
gab,1973,5295.0
gab,1974,11510.0
gab,1975,11360.0
gab,1976,13520.0
gab,1977,12760.0
gab,1978,13860.0
gab,1979,14890.0
gab,1980,16740.0
gab,1981,16570.0
gab,1982,14770.0
gab,1983,15820.0
gab,1984,15110.0
gab,1985,13510.0
gab,1986,10560.0
gab,1987,9438.0
gab,1988,8629.0
gab,1989,11300.0
gab,1990,10940.0
gab,1991,11410.0
gab,1992,10550.0
gab,1993,10150.0
gab,1994,10600.0
gab,1995,10580.0
gab,1996,11460.0
gab,1997,9352.0
gab,1998,7909.0
gab,1999,8569.0
gab,2000,10370.0
gab,2001,9583.0
gab,2002,9271.0
gab,2003,9956.0
gab,2004,11110.0
gab,2005,14890.0
gab,2006,14770.0
gab,2007,14720.0
gab,2008,17360.0
gab,2009,15670.0
gab,2010,19240.0
gab,2011,17490.0
gab,2012,18190.0
gab,2013,18990.0
gab,2014,19790.0
gab,2015,20740.0
gab,2016,21840.0
gab,2017,22860.0
gab,2018,23920.0
gab,2019,24970.0
gbr,1270,1061.0
gbr,1271,1048.0
gbr,1272,1086.0
gbr,1273,1023.0
gbr,1274,1017.0
gbr,1275,1161.0
gbr,1276,1020.0
gbr,1277,1088.0
gbr,1278,1126.0
gbr,1279,933.1
gbr,1280,941.9
gbr,1281,995.2
gbr,1282,959.8
gbr,1283,907.3
gbr,1284,932.9
gbr,1285,939.3
gbr,1286,920.7
gbr,1287,1002.0
gbr,1288,965.9
gbr,1289,886.2
gbr,1290,893.6
gbr,1291,895.8
gbr,1292,943.9
gbr,1293,966.7
gbr,1294,959.9
gbr,1295,1028.0
gbr,1296,1070.0
gbr,1297,1024.0
gbr,1298,1078.0
gbr,1299,1039.0
gbr,1300,1032.0
gbr,1301,1040.0
gbr,1302,1067.0
gbr,1303,1112.0
gbr,1304,1007.0
gbr,1305,1035.0
gbr,1306,1006.0
gbr,1307,1055.0
gbr,1308,1068.0
gbr,1309,1094.0
gbr,1310,1080.0
gbr,1311,1119.0
gbr,1312,1090.0
gbr,1313,1110.0
gbr,1314,1111.0
gbr,1315,998.3
gbr,1316,954.7
gbr,1317,1012.0
gbr,1318,1131.0
gbr,1319,1151.0
gbr,1320,1127.0
gbr,1321,965.9
gbr,1322,1030.0
gbr,1323,1082.0
gbr,1324,998.8
gbr,1325,1095.0
gbr,1326,1108.0
gbr,1327,1088.0
gbr,1328,1010.0
gbr,1329,1062.0
gbr,1330,1034.0
gbr,1331,984.4
gbr,1332,1035.0
gbr,1333,1066.0
gbr,1334,1030.0
gbr,1335,985.8
gbr,1336,1032.0
gbr,1337,1143.0
gbr,1338,1164.0
gbr,1339,949.4
gbr,1340,1063.0
gbr,1341,1073.0
gbr,1342,1123.0
gbr,1343,1090.0
gbr,1344,1164.0
gbr,1345,1083.0
gbr,1346,1028.0
gbr,1347,1068.0
gbr,1348,1094.0
gbr,1349,1028.0
gbr,1350,1170.0
gbr,1351,1352.0
gbr,1352,1402.0
gbr,1353,1406.0
gbr,1354,1347.0
gbr,1355,1388.0
gbr,1356,1369.0
gbr,1357,1395.0
gbr,1358,1402.0
gbr,1359,1418.0
gbr,1360,1408.0
gbr,1361,1359.0
gbr,1362,1323.0
gbr,1363,1285.0
gbr,1364,1427.0
gbr,1365,1364.0
gbr,1366,1405.0
gbr,1367,1318.0
gbr,1368,1309.0
gbr,1369,1223.0
gbr,1370,1370.0
gbr,1371,1326.0
gbr,1372,1199.0
gbr,1373,1298.0
gbr,1374,1194.0
gbr,1375,1152.0
gbr,1376,1331.0
gbr,1377,1371.0
gbr,1378,1356.0
gbr,1379,1245.0
gbr,1380,1302.0
gbr,1381,1336.0
gbr,1382,1383.0
gbr,1383,1322.0
gbr,1384,1496.0
gbr,1385,1364.0
gbr,1386,1526.0
gbr,1387,1539.0
gbr,1388,1424.0
gbr,1389,1475.0
gbr,1390,1384.0
gbr,1391,1552.0
gbr,1392,1751.0
gbr,1393,1451.0
gbr,1394,1598.0
gbr,1395,1534.0
gbr,1396,1548.0
gbr,1397,1518.0
gbr,1398,1629.0
gbr,1399,1569.0
gbr,1400,1529.0
gbr,1401,1510.0
gbr,1402,1551.0
gbr,1403,1576.0
